,sentence,tokens,labels
949,soap using clinique break bar 20. nice find soap not cleans keeps skin balance one less thing try fixed perfectionist dont stop looking find works .,"['soap', 'using', 'clinique', 'break', 'bar', '20.', 'nice', 'find', 'soap', 'not', 'cleans', 'keeps', 'skin', 'balance', 'one', 'less', 'thing', 'try', 'fixed', 'perfectionist', 'dont', 'stop', 'looking', 'find', 'works', '.']","['I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'O', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
950,done searching non toxic effective body wash .,"['done', 'searching', 'non', 'toxic', 'effective', 'body', 'wash', '.']","['O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O']"
951,rated product 5 stars exact product bottle label purchased numerous times amazon .,"['rated', 'product', '5', 'stars', 'exact', 'product', 'bottle', 'label', 'purchased', 'numerous', 'times', 'amazon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'B_BR', 'O']"
952,issues dryness sores stemming peripheral neuropathy diabetic condition pcp found recommended specific product based number desirable safe attributes .,"['issues', 'dryness', 'sores', 'stemming', 'peripheral', 'neuropathy', 'diabetic', 'condition', 'pcp', 'found', 'recommended', 'specific', 'product', 'based', 'number', 'desirable', 'safe', 'attributes', '.']","['O', 'B-HY-NEG', 'O', 'O', 'B_PT', 'B_PT', 'B_PT', 'O', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
953,description amazon purchase site bottles listed supposed face body wash 12ounce .,"['description', 'amazon', 'purchase', 'site', 'bottles', 'listed', 'supposed', 'face', 'body', 'wash', '12ounce', '.']","['O', 'I_BR', 'O', 'O', 'I-PK-POS', 'O', 'O', 'B_BP', 'I_BP', 'I_BP', 'O', 'O']"
954,received 2 12 ounce bottles body wash. important puracy eliminated 16ounce bottles normally buy charging close exactly price 12ounce .,"['received', '2', '12', 'ounce', 'bottles', 'body', 'wash.', 'important', 'puracy', 'eliminated', '16ounce', 'bottles', 'normally', 'buy', 'charging', 'close', 'exactly', 'price', '12ounce', '.']","['O', 'O', 'O', 'O', 'I-PK-POS', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'B-PE-POS', 'B-PE-POS', 'O']"
955,also eliminated 64ounce refill pouches vend 48ounce size .,"['also', 'eliminated', '64ounce', 'refill', 'pouches', 'vend', '48ounce', 'size', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'O']"
956,not recommend body wash highly enough .,"['not', 'recommend', 'body', 'wash', 'highly', 'enough', '.']","['O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'O']"
957,last years skin become increasingly sensitive .,"['last', 'years', 'skin', 'become', 'increasingly', 'sensitive', '.']","['O', 'O', 'B_BP', 'O', 'O', 'B-SE-POS', 'O']"
958,one myriad less lovable effects menopause thinning highly sensitive skin resulted sudden rather mysterious appearance little scratches cuts body eczema like patches skin appear disappear randomly reasons couldnt fathom .,"['one', 'myriad', 'less', 'lovable', 'effects', 'menopause', 'thinning', 'highly', 'sensitive', 'skin', 'resulted', 'sudden', 'rather', 'mysterious', 'appearance', 'little', 'scratches', 'cuts', 'body', 'eczema', 'like', 'patches', 'skin', 'appear', 'disappear', 'randomly', 'reasons', 'couldnt', 'fathom', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-TX-POS', 'O', 'I-SE-POS', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'B-AP-NEG', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
959,trying various natural sulfate free products pleasant enough didnt seem make much difference .,"['trying', 'various', 'natural', 'sulfate', 'free', 'products', 'pleasant', 'enough', 'didnt', 'seem', 'make', 'much', 'difference', '.']","['O', 'O', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
960,came across company amazon decided give try based reviews .,"['came', 'across', 'company', 'amazon', 'decided', 'give', 'try', 'based', 'reviews', '.']","['O', 'O', 'O', 'B_BR', 'O', 'O', 'O', 'O', 'O', 'O']"
961,skeptical many products proven underwhelming .,"['skeptical', 'many', 'products', 'proven', 'underwhelming', '.']","['I_PT', 'O', 'O', 'O', 'O', 'O']"
962,amazed thrilled first use product .,"['amazed', 'thrilled', 'first', 'use', 'product', '.']","['I_BR', 'O', 'O', 'O', 'O', 'O']"
963,pleasant light lemony smell lathers nicely importantly leaves skin soft supple no itchy patches irritation .,"['pleasant', 'light', 'lemony', 'smell', 'lathers', 'nicely', 'importantly', 'leaves', 'skin', 'soft', 'supple', 'no', 'itchy', 'patches', 'irritation', '.']","['O', 'O', 'B-SC-POS', 'B-SC-POS', 'O', 'O', 'O', 'O', 'I_BP', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
964,also use body lotion love .,"['also', 'use', 'body', 'lotion', 'love', '.']","['O', 'O', 'I_PT', 'I_PT', 'O', 'O']"
965,goes easily sinks really fast doesnt leave greasy residue .,"['goes', 'easily', 'sinks', 'really', 'fast', 'doesnt', 'leave', 'greasy', 'residue', '.']","['O', 'O', 'O', 'O', 'B-EF-POS', 'O', 'O', 'B_IN', 'B_IN', 'O']"
966,feel though skin breathe .,"['feel', 'though', 'skin', 'breathe', '.']","['O', 'O', 'I_BP', 'O', 'O']"
967,going buy household products excited see work .,"['going', 'buy', 'household', 'products', 'excited', 'see', 'work', '.']","['O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O']"
968,knew would ever excited using household product absolutely brilliant product .,"['knew', 'would', 'ever', 'excited', 'using', 'household', 'product', 'absolutely', 'brilliant', 'product', '.']","['O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O']"
969,happy skin last,"['happy', 'skin', 'last']","['O', 'I_BP', 'O']"
970,ive using roc retinol correxion line smoothing antiaging cream months mixed feelings effectiveness .,"['ive', 'using', 'roc', 'retinol', 'correxion', 'line', 'smoothing', 'antiaging', 'cream', 'months', 'mixed', 'feelings', 'effectiveness', '.']","['O', 'O', 'B_BR', 'B_BR', 'B_BR', 'O', 'B-TX-POS', 'B_PT', 'B_PT', 'O', 'O', 'O', 'O', 'O']"
971,would rather pay something little expensive know work .,"['would', 'rather', 'pay', 'something', 'little', 'expensive', 'know', 'work', '.']","['O', 'O', 'O', 'O', 'O', 'B-PE-POS', 'O', 'O', 'O']"
972,improvement hasnt dramatic anticipated based product claims .,"['improvement', 'hasnt', 'dramatic', 'anticipated', 'based', 'product', 'claims', '.']","['O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'O']"
973,possible expectations high hoping noticeable difference appearance fine lines.one drawback ive experienced mild irritation .,"['possible', 'expectations', 'high', 'hoping', 'noticeable', 'difference', 'appearance', 'fine', 'lines.one', 'drawback', 'ive', 'experienced', 'mild', 'irritation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EF-POS', 'B-EF-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
974,not unbearable make hesitant use cream frequently would like.the packaging simple functional appreciate hygienic pump dispenser .,"['not', 'unbearable', 'make', 'hesitant', 'use', 'cream', 'frequently', 'would', 'like.the', 'packaging', 'simple', 'functional', 'appreciate', 'hygienic', 'pump', 'dispenser', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'I-PK-POS', 'I-PK-POS', 'O']"
975,cream lightweight texture easily absorbed plus daytime use makeup.in terms scent faint chemical odor dissipates quickly application .,"['cream', 'lightweight', 'texture', 'easily', 'absorbed', 'plus', 'daytime', 'use', 'makeup.in', 'terms', 'scent', 'faint', 'chemical', 'odor', 'dissipates', 'quickly', 'application', '.']","['I_PT', 'I-TX-POS', 'I-TX-POS', 'O', 'O', 'O', 'O', 'O', 'B_IN', 'O', 'B-SC-POS', 'O', 'I_IN', 'I-SC-POS', 'I-SC-POS', 'O', 'O', 'O']"
976,not overwhelming worth mentioning sensitive scents.in conclusion roc retinol correxion line smoothing antiaging cream provided improvement skins texture fine lines albeit moderate level .,"['not', 'overwhelming', 'worth', 'mentioning', 'sensitive', 'scents.in', 'conclusion', 'roc', 'retinol', 'correxion', 'line', 'smoothing', 'antiaging', 'cream', 'provided', 'improvement', 'skins', 'texture', 'fine', 'lines', 'albeit', 'moderate', 'level', '.']","['O', 'O', 'O', 'O', 'I-SC-POS', 'I-SC-POS', 'O', 'I_BR', 'I_BR', 'I_BR', 'I-EF-POS', 'I-TX-POS', 'I_PT', 'I_PT', 'O', 'O', 'B_BP', 'O', 'I-EF-POS', 'I-EF-POS', 'B_BR', 'O', 'O', 'O']"
977,may work better others ill likely continue exploring options antiaging skincare routine .,"['may', 'work', 'better', 'others', 'ill', 'likely', 'continue', 'exploring', 'options', 'antiaging', 'skincare', 'routine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O']"
978,moderate results mild irritation,"['moderate', 'results', 'mild', 'irritation']","['O', 'O', 'B_SW', 'O']"
979,using product 56 days week fora little month noticed softening lines around eyes especially wear foundation andor powder lot less creasing .,"['using', 'product', '56', 'days', 'week', 'fora', 'little', 'month', 'noticed', 'softening', 'lines', 'around', 'eyes', 'especially', 'wear', 'foundation', 'andor', 'powder', 'lot', 'less', 'creasing', '.']","['O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B-SE-POS', 'B-EF-POS', 'O', 'B_BP', 'O', 'O', 'B_IN', 'I_IN', 'I_IN', 'O', 'O', 'O', 'O']"
980,product doesnt completely eliminate lines improved product tried far.i use product mainly night instead day wear makeup experience eyeshadow wears lot faster use eyelid primer .,"['product', 'doesnt', 'completely', 'eliminate', 'lines', 'improved', 'product', 'tried', 'far.i', 'use', 'product', 'mainly', 'night', 'instead', 'day', 'wear', 'makeup', 'experience', 'eyeshadow', 'wears', 'lot', 'faster', 'use', 'eyelid', 'primer', '.']","['O', 'O', 'O', 'B-EF-NEU', 'B-EF-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_IN', 'O', 'I_IN', 'O', 'O', 'I-EF-POS', 'O', 'I_IN', 'I_IN', 'O']"
981,tried makeup primer creasing makeup fade .,"['tried', 'makeup', 'primer', 'creasing', 'makeup', 'fade', '.']","['O', 'I_IN', 'I_IN', 'O', 'I_IN', 'O', 'O']"
982,might pretty oily skin even eyelids .,"['might', 'pretty', 'oily', 'skin', 'even', 'eyelids', '.']","['O', 'O', 'I_BR', 'I_BR', 'O', 'I_BR', 'O']"
983,dryer normal skin might no problems wearing makeup definitely try yourself.still even though cant use intended see results price product think pretty impressive .,"['dryer', 'normal', 'skin', 'might', 'no', 'problems', 'wearing', 'makeup', 'definitely', 'try', 'yourself.still', 'even', 'though', 'cant', 'use', 'intended', 'see', 'results', 'price', 'product', 'think', 'pretty', 'impressive', '.']","['O', 'O', 'I_BR', 'O', 'O', 'O', 'O', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PE-POS', 'B-PE-POS', 'O', 'O', 'O', 'O']"
984,plus even month still 23 tube left dont need lot product .,"['plus', 'even', 'month', 'still', '23', 'tube', 'left', 'dont', 'need', 'lot', 'product', '.']","['O', 'O', 'O', 'O', 'B-PK-POS', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
985,fact recommend starting smallest dab put fingertip patting adding need .,"['fact', 'recommend', 'starting', 'smallest', 'dab', 'put', 'fingertip', 'patting', 'adding', 'need', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O']"
986,made mistake early putting much product skin wasnt able absorb hour later rubbed eye got unpleasant burning sensation .,"['made', 'mistake', 'early', 'putting', 'much', 'product', 'skin', 'wasnt', 'able', 'absorb', 'hour', 'later', 'rubbed', 'eye', 'got', 'unpleasant', 'burning', 'sensation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O', 'O', 'B-AB-POS', 'B-AB-POS', 'O', 'O', 'I_BP', 'O', 'O', 'I-SE-POS', 'I-SE-POS', 'O']"
987,granted doesnt last long waste product get burning eyeif youre looking good eye cream relatively low price one definitely worth trying .,"['granted', 'doesnt', 'last', 'long', 'waste', 'product', 'get', 'burning', 'eyeif', 'youre', 'looking', 'good', 'eye', 'cream', 'relatively', 'low', 'price', 'one', 'definitely', 'worth', 'trying', '.']","['O', 'O', 'B-EF-NEG', 'B-EF-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'B-PE-NEG', 'B-PE-NEG', 'O', 'O', 'O', 'O', 'O']"
988,used product first time went sleep .,"['used', 'product', 'first', 'time', 'went', 'sleep', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O', 'O']"
989,looked mirror morning like wow .,"['looked', 'mirror', 'morning', 'like', 'wow', '.']","['O', 'I_PT', 'B_SW', 'O', 'O', 'O']"
990,filled lines eyes .,"['filled', 'lines', 'eyes', '.']","['O', 'B-EF-POS', 'B_BP', 'O']"
991,used product twice decided write review impressed .,"['used', 'product', 'twice', 'decided', 'write', 'review', 'impressed', '.']","['O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O']"
992,use tiny amount .,"['use', 'tiny', 'amount', '.']","['O', 'B-PE-POS', 'B-PE-POS', 'O']"
993,would definitely recommend product even though things work better one person another keep mind .,"['would', 'definitely', 'recommend', 'product', 'even', 'though', 'things', 'work', 'better', 'one', 'person', 'another', 'keep', 'mind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O']"
994,add supplements also improve texture skin tremendously .,"['add', 'supplements', 'also', 'improve', 'texture', 'skin', 'tremendously', '.']","['O', 'B_IN', 'O', 'O', 'O', 'B-TX-POS', 'B-TX-POS', 'O']"
995,take fish oil hyaluronic acid peptides.just name .,"['take', 'fish', 'oil', 'hyaluronic', 'acid', 'peptides.just', 'name', '.']","['O', 'I_IN', 'I_IN', 'I_IN', 'I_IN', 'I_IN', 'O', 'O']"
996,33 baby right turned 31 prior cystic type acne life never grew got acne places never pregnant lets face growing baby stuff body stuff never come back stayed pretty hormonally imbalanced long time .,"['33', 'baby', 'right', 'turned', '31', 'prior', 'cystic', 'type', 'acne', 'life', 'never', 'grew', 'got', 'acne', 'places', 'never', 'pregnant', 'lets', 'face', 'growing', 'baby', 'stuff', 'body', 'stuff', 'never', 'come', 'back', 'stayed', 'pretty', 'hormonally', 'imbalanced', 'long', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'B-VP-NEG', 'O', 'O', 'O', 'O', 'I-VP-NEG', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DU-NEG', 'B-DU-NEG', 'O']"
997,im fair skinned every pimple popped unpopped left lasting pink scar face requiring concealer months long official departure .,"['im', 'fair', 'skinned', 'every', 'pimple', 'popped', 'unpopped', 'left', 'lasting', 'pink', 'scar', 'face', 'requiring', 'concealer', 'months', 'long', 'official', 'departure', '.']","['O', 'O', 'I_BP', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O', 'B_IN', 'O', 'B-DU-POS', 'O', 'O', 'O']"
998,reminder pimple beenhad almost needed hidden approached .,"['reminder', 'pimple', 'beenhad', 'almost', 'needed', 'hidden', 'approached', '.']","['O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
999,id used classic proactiv best results years years went right back results not 100 better everything else .,"['id', 'used', 'classic', 'proactiv', 'best', 'results', 'years', 'years', 'went', 'right', 'back', 'results', 'not', '100', 'better', 'everything', 'else', '.']","['O', 'O', 'B_BR', 'B_BR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1000,top always incredibly oily face scalp .,"['top', 'always', 'incredibly', 'oily', 'face', 'scalp', '.']","['O', 'O', 'O', 'I_BP', 'I_BP', 'I_BP', 'O']"
1001,mother first suggested something hyaluronic acid becoming increasingly popular pregnant not supposed use didnt give another thought .,"['mother', 'first', 'suggested', 'something', 'hyaluronic', 'acid', 'becoming', 'increasingly', 'popular', 'pregnant', 'not', 'supposed', 'use', 'didnt', 'give', 'another', 'thought', '.']","['O', 'O', 'O', 'O', 'I_IN', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1002,boy turning 2 skin still confused figured id give shot .,"['boy', 'turning', '2', 'skin', 'still', 'confused', 'figured', 'id', 'give', 'shot', '.']","['O', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1003,got serum hyaluronic acid moisturizer got regular face cream eye cream case skin got dry .,"['got', 'serum', 'hyaluronic', 'acid', 'moisturizer', 'got', 'regular', 'face', 'cream', 'eye', 'cream', 'case', 'skin', 'got', 'dry', '.']","['O', 'I_IN', 'I_IN', 'I_IN', 'I_IN', 'O', 'O', 'I_BP', 'I_PT', 'I_PT', 'I_PT', 'O', 'I_BP', 'O', 'B-HY-NEG', 'O']"
1004,read bunch people talking first week two use cause dryness peeling figured basic stuff .,"['read', 'bunch', 'people', 'talking', 'first', 'week', 'two', 'use', 'cause', 'dryness', 'peeling', 'figured', 'basic', 'stuff', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-HY-NEG', 'O', 'O', 'O', 'O', 'O']"
1005,dont know skin used harshness benzoyl peroxide regular im greasy didnt experience dryness redness irritation lot people report first couple weeks .,"['dont', 'know', 'skin', 'used', 'harshness', 'benzoyl', 'peroxide', 'regular', 'im', 'greasy', 'didnt', 'experience', 'dryness', 'redness', 'irritation', 'lot', 'people', 'report', 'first', 'couple', 'weeks', '.']","['O', 'O', 'I_BP', 'O', 'O', 'I_IN', 'I_IN', 'O', 'O', 'B-AP-POS', 'O', 'O', 'I-HY-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1006,no joke using serum hyaluronic acid moisturizer every day within days skin calmed massive amount .,"['no', 'joke', 'using', 'serum', 'hyaluronic', 'acid', 'moisturizer', 'every', 'day', 'within', 'days', 'skin', 'calmed', 'massive', 'amount', '.']","['O', 'O', 'O', 'I_IN', 'I_IN', 'I_IN', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1007,moisturizer little heavy side although used pretty liberally little heavy use makeup youre heavy handed like id still put let soak awhile wipe face real quick cleansing cloth good .,"['moisturizer', 'little', 'heavy', 'side', 'although', 'used', 'pretty', 'liberally', 'little', 'heavy', 'use', 'makeup', 'youre', 'heavy', 'handed', 'like', 'id', 'still', 'put', 'let', 'soak', 'awhile', 'wipe', 'face', 'real', 'quick', 'cleansing', 'cloth', 'good', '.']","['I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
1008,end first week id no new pimples noticed dramatic lightening marks old pimples along generally even skin tone face felt smoother softer calmer looked .,"['end', 'first', 'week', 'id', 'no', 'new', 'pimples', 'noticed', 'dramatic', 'lightening', 'marks', 'old', 'pimples', 'along', 'generally', 'even', 'skin', 'tone', 'face', 'felt', 'smoother', 'softer', 'calmer', 'looked', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'I_BP', 'I_BP', 'I_BP', 'O', 'O', 'O', 'I_BP', 'I_BP', 'I_BP', 'O', 'B-TX-POS', 'I-TX-POS', 'O', 'O', 'O']"
1009,best part skin also not greasy finally found moisturizer doesnt make break worse .,"['best', 'part', 'skin', 'also', 'not', 'greasy', 'finally', 'found', 'moisturizer', 'doesnt', 'make', 'break', 'worse', '.']","['O', 'O', 'I_BP', 'O', 'O', 'I-AP-POS', 'O', 'O', 'I_PT', 'O', 'O', 'O', 'O', 'O']"
1010,skin soaks serum stuff amazing .,"['skin', 'soaks', 'serum', 'stuff', 'amazing', '.']","['I_BP', 'O', 'I_IN', 'O', 'O', 'O']"
1011,like eye cream reordered several times .,"['like', 'eye', 'cream', 'reordered', 'several', 'times', '.']","['O', 'B_BP', 'B_PT', 'O', 'O', 'O', 'O']"
1012,dont notice much difference longterm repair improvement undereye skin good moisturizing qualities .,"['dont', 'notice', 'much', 'difference', 'longterm', 'repair', 'improvement', 'undereye', 'skin', 'good', 'moisturizing', 'qualities', '.']","['O', 'O', 'O', 'O', 'B-DU-POS', 'O', 'O', 'I_BP', 'I_BP', 'O', 'I_PT', 'O', 'O']"
1013,wear morning night wash face apply allover moisturizer.prosgoes smoothly light feelgood moisturizing thin skin eyessmall bottle easy travelinga little goes long wayconsi havent seen much longterm improvementcan ball applying makeup nice feel sometimes balls makeup,"['wear', 'morning', 'night', 'wash', 'face', 'apply', 'allover', 'moisturizer.prosgoes', 'smoothly', 'light', 'feelgood', 'moisturizing', 'thin', 'skin', 'eyessmall', 'bottle', 'easy', 'travelinga', 'little', 'goes', 'long', 'wayconsi', 'havent', 'seen', 'much', 'longterm', 'improvementcan', 'ball', 'applying', 'makeup', 'nice', 'feel', 'sometimes', 'balls', 'makeup']","['O', 'B_SW', 'B_SW', 'O', 'I_BP', 'O', 'O', 'I_PT', 'B-TX-POS', 'O', 'O', 'I_PT', 'O', 'I_BP', 'I_BP', 'B-PK-POS', 'O', 'O', 'O', 'O', 'I-DU-POS', 'I-DU-POS', 'O', 'O', 'O', 'I-DU-POS', 'O', 'O', 'O', 'B_IN', 'O', 'O', 'O', 'I_IN', 'I_IN']"
